PID;Lot Frontage;Lot Area;Street;Alley;Lot Shape;Land Contour;Utilities;Lot Config;Land Slope;Neighborhood;Condition 1;Condition 2;Bldg Type;House Style;Overall Qual;Overall Cond;Year Built;Year Remod/Add
907202010;;12250;Pave;NA;Slightly irregular;Lvl;AllPub;Inside;Gtl;College Creek;Norm;Normal;1Fam;1Story;5;6;1978;
907202160;;10970;Pave;NA;Slightly irregular;Low;AllPub;Inside;Mod;College Creek;Norm;Normal;1Fam;SLvl;6;6;1978;
907202190;;9216;Pave;NA;Slightly irregular;Lvl;AllPub;Inside;Gtl;College Creek;Norm;Normal;1Fam;1Story;5;6;1975;
907202240;40;14330;Pave;NA;Slightly irregular;Lvl;AllPub;CulDSac;Gtl;College Creek;Norm;Normal;1Fam;1Story;5;6;1975;2001
907203090;88;7990;Pave;NA;Slightly irregular;Lvl;AllPub;Inside;Gtl;College Creek;Norm;Normal;1Fam;1Story;5;6;1975;
907227050;60;7180;Pave;NA;Slightly irregular;Lvl;AllPub;Inside;Gtl;College Creek;Norm;Normal;1Fam;1Story;5;7;1972;
907227300;60;7200;Pave;NA;Regular;Bnk;AllPub;Inside;Gtl;College Creek;Norm;Normal;1Fam;1Story;5;7;1972;
907250020;75;9742;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;College Creek;Norm;Normal;1Fam;1Story;8;5;2002;
907251090;75;9473;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;College Creek;Norm;Normal;1Fam;2Story;8;5;2002;
907253060;;10316;Pave;NA;Slightly irregular;Lvl;AllPub;Inside;Gtl;College Creek;Norm;Normal;1Fam;2Story;7;5;2000;
907253110;;10400;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;College Creek;Norm;Normal;1Fam;2Story;7;5;2001;
907254020;73;9066;Pave;NA;Slightly irregular;Lvl;AllPub;Inside;Gtl;College Creek;Norm;Normal;1Fam;2Story;8;5;1999;2000
907254090;75;11404;Pave;NA;Slightly irregular;Lvl;AllPub;Inside;Gtl;College Creek;Norm;Normal;1Fam;2Story;7;5;1998;1999
907255020;;9240;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;College Creek;Norm;Normal;1Fam;2Story;8;5;2001;2002
907255030;;9720;Pave;NA;Slightly irregular;Lvl;AllPub;CulDSac;Gtl;College Creek;Norm;Normal;1Fam;2Story;9;5;2001;2002
907255060;;14860;Pave;NA;Moderately Irregular;Lvl;AllPub;CulDSac;Gtl;College Creek;Norm;Normal;1Fam;1Story;8;5;2002;2003
907260010;;11250;Pave;NA;Regular;Lvl;AllPub;Corner;Gtl;College Creek;Norm;Normal;1Fam;2Story;8;5;2002;
907262030;65;8158;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;College Creek;Norm;Normal;1Fam;2Story;7;5;2003;
907262060;41;10905;Pave;NA;Moderately Irregular;Lvl;AllPub;CulDSac;Gtl;College Creek;Norm;Normal;1Fam;2Story;7;5;2003;
907262070;72;7226;Pave;NA;Slightly irregular;Lvl;AllPub;CulDSac;Gtl;College Creek;Norm;Normal;1Fam;2Story;7;5;2003;
907265100;96;11690;Pave;NA;Slightly irregular;Lvl;AllPub;Inside;Gtl;College Creek;Norm;Normal;1Fam;2Story;8;5;1999;2000
907285080;70;8750;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;College Creek;Norm;Normal;1Fam;2Story;7;5;1994;1995
907290150;37;4435;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;College Creek;Norm;Normal;TwnhsE;1Story;6;5;2003;
907290250;;4426;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;College Creek;Norm;Normal;TwnhsE;1Story;6;5;2004;
907295020;75;13125;Pave;NA;Regular;Lvl;AllPub;Inside;Mod;College Creek;Norm;Normal;1Fam;1Story;6;5;1997;1998
907295100;83;10126;Pave;NA;Regular;Lvl;AllPub;Corner;Gtl;College Creek;Norm;Normal;Duplex;SFoyer;6;5;1997;1998
907405020;70;9135;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;College Creek;Norm;Normal;1Fam;1Story;7;5;2002;2003
907405140;65;8450;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;College Creek;Norm;Normal;1Fam;2Story;7;5;2003;
907412040;75;9750;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;College Creek;Norm;Normal;1Fam;1Story;7;5;2004;
907412070;65;8450;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;College Creek;Norm;Normal;1Fam;1Story;7;5;2004;
907412080;64;8320;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;College Creek;Norm;Normal;1Fam;2Story;7;5;2004;
907412090;85;11049;Pave;NA;Regular;Lvl;AllPub;Corner;Gtl;College Creek;Norm;Normal;1Fam;1Story;8;5;2007;
907418010;85;11058;Pave;NA;Regular;Lvl;AllPub;Corner;Gtl;College Creek;Norm;Normal;1Fam;1Story;7;6;2007;
907418040;74;9627;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;College Creek;Norm;Normal;1Fam;1Story;7;5;2007;
907420080;63;8199;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;College Creek;Norm;Normal;1Fam;2Story;7;5;2005;
907425010;;4426;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;College Creek;Norm;Normal;TwnhsE;1Story;6;5;2004;
907425015;;4426;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;College Creek;Norm;Normal;TwnhsE;1Story;6;5;2004;
907425030;;4438;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;College Creek;Norm;Normal;TwnhsE;1Story;6;5;2004;
907425035;;4438;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;College Creek;Norm;Normal;TwnhsE;1Story;6;5;2004;
908102030;67;8777;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;Edwards;Adjacent to feeder street;Normal;1Fam;1Story;5;7;1910;1950
908102040;67;8777;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;Edwards;Adjacent to feeder street;Normal;Duplex;1.5Fin;5;7;1900;2003
908102140;75;9825;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;Edwards;Norm;Normal;1Fam;1Story;5;5;1966;
908102260;75;9937;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;Edwards;Norm;Normal;1Fam;1Story;5;6;1965;
908103260;64;12102;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;Edwards;Norm;Normal;1Fam;SFoyer;5;5;1976;
908103280;65;6500;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;Edwards;Norm;Normal;1Fam;1Story;6;6;1976;
908127120;63;13907;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;Edwards;Norm;Normal;1Fam;1Story;5;6;1940;1969
908128050;90;10012;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;Edwards;Norm;Normal;1Fam;SFoyer;4;5;1972;
908128110;60;6931;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;Edwards;Norm;Normal;1Fam;2Story;7;5;2003;2004
908151040;;9638;Pave;NA;Slightly irregular;Lvl;AllPub;CulDSac;Gtl;Edwards;Norm;Normal;1Fam;SLvl;6;6;1977;
908152110;72;7200;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;Edwards;Norm;Normal;1Fam;2Story;6;7;1976;2001
908152270;60;7024;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;Edwards;Norm;Normal;1Fam;1Story;4;5;2005;
908154080;123;47007;Pave;NA;Slightly irregular;Lvl;AllPub;Inside;Gtl;Edwards;Norm;Normal;1Fam;1Story;5;7;1959;1996
908154235;313;63887;Pave;NA;Irregular;Bnk;AllPub;Corner;Gtl;Edwards;Adjacent to feeder street;Normal;1Fam;2Story;10;5;2008;
908186040;35;3675;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;Edwards;Norm;Normal;TwnhsE;SLvl;6;5;2005;
908201100;65;6040;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;Edwards;Norm;Normal;Duplex;1Story;4;5;1955;
908201110;65;6012;Pave;NA;Regular;Lvl;AllPub;Corner;Gtl;Edwards;Norm;Normal;Duplex;1Story;4;5;1955;
908201120;92;12108;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;Edwards;Norm;Normal;Duplex;1Story;4;4;1955;
908204160;74;6845;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;Edwards;Norm;Normal;Duplex;1Story;4;5;1955;
908225170;56;6931;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;Edwards;Norm;Normal;2fmCon;1Story;4;5;1955;
908226120;60;12180;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;Edwards;Norm;Normal;1Fam;1.5Fin;5;7;1938;2007
908250040;57;8050;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;Edwards;Norm;Normal;1Fam;1.5Fin;5;8;1947;1993
908250090;68;9520;Pave;NA;Regular;Bnk;AllPub;Inside;Mod;Edwards;Norm;Normal;1Fam;1Story;4;5;1953;
908275130;70;11767;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;Edwards;Norm;Normal;1Fam;1.5Fin;5;6;1946;1995
908275180;60;8172;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;Edwards;Norm;Normal;1Fam;1.5Fin;4;6;1954;1972
908275280;59;16466;Pave;NA;Slightly irregular;Lvl;AllPub;Inside;Gtl;Edwards;Norm;Normal;1Fam;1.5Fin;5;7;1955;
908276140;62;7692;Pave;NA;Regular;Bnk;AllPub;Inside;Mod;Edwards;Norm;Normal;1Fam;SLvl;4;6;1954;
909100150;67;5142;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;Edwards;Norm;Normal;1Fam;1.5Fin;4;7;1923;2008
909100170;67;5604;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;Edwards;Norm;Normal;1Fam;1Story;5;6;1925;1950
909101060;45;8248;Pave;Grvl;Regular;Lvl;AllPub;Inside;Gtl;Edwards;Norm;Normal;1Fam;1Story;3;3;1914;1950
909101180;55;5687;Pave;Grvl;Regular;Bnk;AllPub;Inside;Gtl;South & West of Iowa State University;Norm;Normal;2fmCon;2Story;5;6;1912;2000
909131170;;12155;Pave;NA;Slightly irregular;Lvl;AllPub;Inside;Gtl;South & West of Iowa State University;Norm;Normal;1Fam;2Story;6;8;1925;1950
909175050;60;8400;Pave;NA;Regular;Bnk;AllPub;Inside;Mod;South & West of Iowa State University;Norm;Normal;1Fam;2.5Fin;5;8;1939;1997
909175100;60;8400;Pave;NA;Regular;Bnk;AllPub;Inside;Gtl;South & West of Iowa State University;Norm;Normal;1Fam;1.5Fin;6;5;1925;1950
909177120;60;7290;Pave;NA;Regular;Lvl;AllPub;Corner;Gtl;South & West of Iowa State University;Norm;Normal;1Fam;1Story;7;8;1921;1950
909201110;55;8525;Pave;NA;Regular;Bnk;AllPub;Inside;Gtl;South & West of Iowa State University;Norm;Normal;1Fam;2Story;5;6;1911;1950
909250040;51;9842;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;South & West of Iowa State University;Adjacent to feeder street;Normal;1Fam;2Story;5;6;1921;1998
909250230;64;7804;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;South & West of Iowa State University;Norm;Normal;Duplex;2.5Unf;6;7;1930;1950
909251080;66;8969;Pave;NA;Regular;Bnk;AllPub;Inside;Gtl;Crawford;Norm;Normal;1Fam;2Story;6;6;1926;1950
909251090;79;11526;Pave;NA;Slightly irregular;Bnk;AllPub;Inside;Mod;Crawford;Norm;Normal;1Fam;2.5Fin;6;7;1922;1994
909252110;63;15576;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;Crawford;Norm;Normal;1Fam;2Story;6;7;1915;1976
909252220;63;15564;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;Crawford;Norm;Normal;1Fam;1.5Fin;6;6;1914;1995
909253190;52;6292;Pave;NA;Regular;Bnk;AllPub;Inside;Gtl;South & West of Iowa State University;Norm;Normal;1Fam;1Story;6;5;1930;1950
909254050;54;7609;Pave;NA;Regular;Lvl;AllPub;Corner;Gtl;Crawford;Norm;Normal;1Fam;2Story;8;9;1925;1997
909256060;51;10480;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;South & West of Iowa State University;Norm;Normal;1Fam;1.5Fin;6;5;1936;1950
909275040;;9650;Pave;NA;Slightly irregular;HLS;AllPub;Corner;Gtl;Crawford;Norm;Normal;1Fam;2Story;6;3;1923;1950
909275050;60;7200;Pave;NA;Regular;HLS;AllPub;Inside;Mod;Crawford;Norm;Normal;1Fam;2Story;7;6;1931;2000
909276170;74;11988;Pave;NA;Slightly irregular;HLS;AllPub;Inside;Mod;Crawford;Norm;Normal;1Fam;2Story;6;7;1934;1995
909277040;;11700;Pave;Grvl;Slightly irregular;HLS;AllPub;Inside;Mod;Crawford;Norm;Normal;1Fam;1.5Fin;5;6;1937;1995
909277070;;9260;Pave;Grvl;Slightly irregular;HLS;AllPub;Inside;Gtl;Crawford;Adjacent to feeder street;Normal;1Fam;1.5Fin;5;4;1938;1950
909281030;79;7801;Pave;NA;Slightly irregular;Lvl;AllPub;Corner;Gtl;Crawford;Adjacent to feeder street;Normal;1Fam;1Story;6;5;1951;
909281110;100;9670;Pave;NA;Slightly irregular;HLS;AllPub;Inside;Mod;Crawford;Norm;Normal;1Fam;2Story;8;6;1935;1950
909282030;;14100;Pave;NA;Slightly irregular;Lvl;AllPub;Inside;Mod;Crawford;Norm;Normal;1Fam;1.5Fin;8;9;1935;1997
909425010;;15660;Pave;NA;Slightly irregular;Lvl;AllPub;Corner;Gtl;Crawford;Norm;Normal;1Fam;1.5Fin;7;9;1939;2006
909425085;70;12392;Pave;NA;Regular;Bnk;AllPub;Inside;Gtl;Crawford;Norm;Normal;1Fam;1.5Fin;7;9;1950;2000
909428170;56;26073;Pave;NA;Slightly irregular;Lvl;AllPub;CulDSac;Gtl;Crawford;Norm;Normal;1Fam;1Story;5;5;1956;
909428190;;14778;Pave;NA;Slightly irregular;Low;AllPub;CulDSac;Gtl;Crawford;PosN;Normal;1Fam;1Story;6;7;1954;2006
909451020;24;1879;Pave;NA;Regular;Lvl;AllPub;CulDSac;Gtl;Bluestem;Norm;Normal;Twnhs;2Story;6;6;1980;
909451150;24;1950;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;Bluestem;Norm;Normal;Twnhs;2Story;6;6;1980;
910200080;50;7000;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;Iowa DOT and Rail Road;Norm;Normal;1Fam;1Story;6;8;1926;1998
910201130;60;6000;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;Iowa DOT and Rail Road;Norm;Normal;1Fam;1.5Fin;6;8;1940;2006
910202050;40;3636;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;Iowa DOT and Rail Road;Norm;Normal;1Fam;1Story;4;4;1922;1950
910202100;;5890;Pave;NA;Regular;Lvl;AllPub;Corner;Gtl;Iowa DOT and Rail Road;Norm;Normal;1Fam;1Story;6;8;1930;2007
910203020;71;6900;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;Iowa DOT and Rail Road;Norm;Normal;1Fam;1Story;5;6;1940;1955
910203090;58;8155;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;Iowa DOT and Rail Road;Norm;Normal;1Fam;1.5Fin;5;7;1930;1950
910205010;75;6000;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;Iowa DOT and Rail Road;Norm;Normal;1Fam;SLvl;5;5;1967;
910206110;60;7392;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;Iowa DOT and Rail Road;Norm;Normal;1Fam;1Story;5;7;1930;1995
910226040;75;9000;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;Iowa DOT and Rail Road;Norm;Normal;1Fam;1.5Fin;5;5;1958;
910251050;80;14584;Pave;NA;Regular;Low;AllPub;Inside;Mod;Iowa DOT and Rail Road;Norm;Normal;1Fam;1Story;1;5;1952;
911102090;60;5280;Pave;NA;Regular;Lvl;AllPub;Corner;Gtl;Iowa DOT and Rail Road;Adjacent to feeder street;Normal;1Fam;2Story;4;7;1895;1950
911102170;50;8500;Pave;Pave;Regular;Lvl;AllPub;Inside;Gtl;Iowa DOT and Rail Road;Adjacent to feeder street;Normal;1Fam;2Story;4;4;1920;1950
911102180;52;5150;Pave;NA;Regular;Lvl;AllPub;Corner;Gtl;Iowa DOT and Rail Road;Adjacent to feeder street;Normal;1Fam;1.5Fin;4;7;1910;2000
911226010;120;18000;Grvl;NA;Regular;Low;AllPub;Inside;Gtl;Iowa DOT and Rail Road;Norm;Normal;1Fam;1Story;3;4;1935;1950
911226030;60;9000;Grvl;NA;Regular;Bnk;AllPub;Inside;Gtl;Iowa DOT and Rail Road;Norm;Normal;1Fam;2Story;4;6;1920;1950
911370410;64;5587;Pave;NA;Slightly irregular;HLS;AllPub;Inside;Mod;Crawford;Norm;Normal;TwnhsE;1Story;8;5;2008;
911370490;44;3843;Pave;NA;Slightly irregular;HLS;AllPub;Inside;Mod;Crawford;Norm;Normal;TwnhsE;1Story;8;5;2007;2008
911370520;44;3811;Pave;NA;Slightly irregular;HLS;AllPub;Inside;Mod;Crawford;Norm;Normal;TwnhsE;1Story;7;5;2004;2005
911370540;44;3842;Pave;NA;Slightly irregular;HLS;AllPub;Inside;Mod;Crawford;Norm;Normal;TwnhsE;1Story;8;5;2004;2005
914453045;;23730;Pave;NA;Moderately Irregular;Lvl;AllPub;Inside;Gtl;Mitchell;Norm;Normal;1Fam;1Story;7;5;1996;1997
914465060;;13265;Pave;NA;Slightly irregular;Lvl;AllPub;CulDSac;Gtl;Mitchell;Norm;Normal;1Fam;1Story;8;5;2002;
914467050;;11050;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;Mitchell;Norm;Normal;1Fam;2Story;7;5;1996;1997
914475020;76;9880;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;Mitchell;Norm;Normal;1Fam;SLvl;6;6;1977;
914476010;75;10125;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;Mitchell;Norm;Normal;1Fam;1Story;6;6;1977;
914476080;76;10260;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;Mitchell;Norm;Normal;Duplex;2Story;5;4;1976;
914476450;74;9990;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;Mitchell;Norm;Normal;1Fam;1Story;4;5;1991;
916125425;;164660;Grvl;NA;Slightly irregular;HLS;AllPub;Corner;Sev;Timberland;Norm;Normal;2fmCon;1.5Fin;5;6;1965;
916226030;42;4084;Pave;NA;Slightly irregular;Lvl;AllPub;Inside;Gtl;Timberland;Norm;Normal;TwnhsE;1Story;7;6;1986;
916325080;;15498;Pave;NA;Slightly irregular;Lvl;AllPub;Corner;Gtl;Timberland;Norm;Normal;1Fam;1Story;8;6;1976;
916380060;74;11563;Pave;NA;Slightly irregular;HLS;AllPub;Inside;Gtl;Timberland;Norm;Normal;1Fam;1Story;8;5;2006;2007
916382120;71;9520;Pave;NA;Slightly irregular;HLS;AllPub;Inside;Gtl;Timberland;Norm;Normal;1Fam;1Story;8;5;2007;2008
916384100;107;12852;Pave;NA;Slightly irregular;HLS;AllPub;Corner;Gtl;Timberland;Norm;Normal;1Fam;2Story;8;5;2007;
916386040;73;9802;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;Timberland;Norm;Normal;1Fam;SLvl;5;5;2006;2007
916386080;73;9735;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;Timberland;Norm;Normal;1Fam;SLvl;5;5;2006;2007
916386180;81;12018;Pave;NA;Slightly irregular;HLS;AllPub;Corner;Gtl;Timberland;Norm;Normal;1Fam;2Story;7;5;2008;
916402015;75;12890;Pave;NA;Slightly irregular;Lvl;AllPub;Inside;Gtl;Timberland;Norm;Normal;1Fam;1Story;6;5;1989;
916402115;47;12416;Pave;NA;Slightly irregular;Lvl;AllPub;Inside;Gtl;Timberland;Norm;Normal;1Fam;1Story;6;5;1986;
916402215;93;18265;Pave;NA;Regular;Lvl;AllPub;Corner;Gtl;Timberland;Norm;Normal;1Fam;1Story;6;5;1986;
916403230;85;10200;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;Timberland;Norm;Normal;1Fam;SLvl;6;5;1988;1989
916455120;82;11202;Pave;NA;Slightly irregular;Lvl;AllPub;Inside;Gtl;Timberland;Norm;Normal;1Fam;1Story;8;5;2003;
916460060;;7915;Pave;NA;Slightly irregular;Lvl;AllPub;Inside;Gtl;Timberland;Norm;Normal;1Fam;1Story;6;5;1999;2000
916477020;85;12244;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;Timberland;Norm;Normal;1Fam;2Story;8;5;2003;
921126030;79;11449;Pave;NA;Slightly irregular;HLS;AllPub;Inside;Gtl;Timberland;Norm;Normal;1Fam;1Story;8;5;2007;
921201060;85;11447;Pave;NA;Slightly irregular;Lvl;AllPub;Inside;Gtl;Timberland;Norm;Normal;1Fam;1Story;8;5;2005;2006
923202005;97;8940;Pave;NA;Slightly irregular;Lvl;AllPub;Corner;Gtl;Mitchell;Norm;Normal;Duplex;SFoyer;7;5;1997;1998
923202015;78;7060;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;Mitchell;Norm;Normal;Duplex;SFoyer;7;5;1997;1998
923202137;77;9278;Pave;NA;Regular;Lvl;AllPub;FR2;Gtl;Mitchell;Adjacent to feeder street;Artery;1Fam;1Story;5;5;2007;2008
923203140;32;4500;Pave;NA;Regular;Lvl;AllPub;FR2;Gtl;Mitchell;Norm;Normal;TwnhsE;1Story;6;5;1997;
923204040;150;14137;Pave;NA;Regular;Lvl;AllPub;Corner;Gtl;Mitchell;Norm;Normal;1Fam;SFoyer;4;5;1964;
923225080;;4224;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;Meadow Village;Norm;Normal;TwnhsE;1Story;5;6;1975;
923225150;;2665;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;Meadow Village;Norm;Normal;TwnhsE;2Story;5;6;1976;
923225200;41;2665;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;Meadow Village;Norm;Normal;TwnhsE;2Story;5;7;1976;
923225310;21;1974;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;Meadow Village;Norm;Normal;Twnhs;SFoyer;4;7;1973;2006
923225370;21;1596;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;Meadow Village;Norm;Normal;Twnhs;SLvl;4;6;1973;
923227030;;17979;Pave;NA;Slightly irregular;Lvl;AllPub;Corner;Gtl;Mitchell;Norm;Normal;1Fam;1Story;5;6;1968;
923228080;21;1477;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;Meadow Village;Norm;Normal;Twnhs;2Story;6;9;1970;2007
923228420;21;1890;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;Meadow Village;Norm;Normal;Twnhs;SFoyer;4;7;1972;
923250210;100;21750;Pave;NA;Regular;HLS;AllPub;Inside;Mod;Mitchell;Adjacent to arterial street;Normal;1Fam;1Story;5;5;1954;
923252100;59;6490;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;Mitchell;Norm;Normal;1Fam;1Story;5;7;1983;
923275090;37;6951;Pave;NA;Slightly irregular;Lvl;AllPub;CulDSac;Gtl;Mitchell;Norm;Normal;1Fam;1Story;5;5;1984;1985
923277030;60;6600;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;Mitchell;Norm;Normal;1Fam;1Story;5;9;1982;2008
923277040;60;6600;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;Mitchell;Norm;Normal;1Fam;1Story;5;8;1982;2003
923277080;60;6600;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;Mitchell;Norm;Normal;1Fam;1Story;5;6;1982;2005
923400040;75;12508;Pave;NA;Slightly irregular;Lvl;AllPub;Inside;Gtl;Mitchell;Norm;Normal;1Fam;1.5Fin;6;7;1940;1985
923426010;74;12395;Pave;NA;Regular;Lvl;AllPub;Corner;Gtl;Mitchell;Norm;Normal;1Fam;1Story;5;6;1984;
924100020;;11075;Pave;NA;Slightly irregular;Lvl;AllPub;Inside;Mod;Mitchell;Norm;Normal;1Fam;2Story;5;4;1969;
1007100110;;56600;Pave;NA;Slightly irregular;Low;AllPub;Inside;Gtl;Iowa DOT and Rail Road;Norm;Normal;1Fam;2.5Unf;5;1;1900;1950
526352080;85;10667;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;North Ames;Norm;Normal;1Fam;1Story;6;6;1971;
526352090;85;10628;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;North Ames;Norm;Normal;1Fam;1Story;7;5;1970;
526355170;95;13651;Pave;NA;Slightly irregular;Lvl;AllPub;Inside;Gtl;North Ames;Norm;Normal;1Fam;1Story;7;6;1973;
526355190;95;15865;Pave;NA;Slightly irregular;Lvl;AllPub;Inside;Mod;North Ames;Norm;Normal;1Fam;1Story;8;6;1970;
527105140;;12394;Pave;NA;Slightly irregular;Lvl;AllPub;Corner;Gtl;Gilbert;Norm;Normal;1Fam;2Story;7;5;2003;
527107040;;10364;Pave;NA;Slightly irregular;Lvl;AllPub;Inside;Gtl;Gilbert;Norm;Normal;1Fam;2Story;6;5;1995;1996
527110080;;13869;Pave;NA;Moderately Irregular;Lvl;AllPub;Corner;Gtl;Gilbert;Norm;Normal;1Fam;2Story;6;6;1997;
527110120;57;8773;Pave;NA;Slightly irregular;HLS;AllPub;Inside;Gtl;Gilbert;Norm;Normal;1Fam;2Story;6;5;1997;
527110130;56;8872;Pave;NA;Slightly irregular;HLS;AllPub;Inside;Gtl;Gilbert;Norm;Normal;1Fam;SLvl;6;5;1997;
527126030;41;5330;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;Stone Brook;Norm;Normal;TwnhsE;1Story;8;5;2000;
527158090;;10147;Pave;NA;Slightly irregular;Lvl;AllPub;CulDSac;Gtl;Gilbert;Norm;Normal;1Fam;SLvl;6;5;1994;
527161090;;8637;Pave;NA;Slightly irregular;Lvl;AllPub;Inside;Gtl;Gilbert;Norm;Normal;1Fam;2Story;6;5;1999;2000
527162080;63;7875;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;Gilbert;Norm;Normal;1Fam;2Story;7;5;1996;
527162090;63;7875;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;Gilbert;Norm;Normal;1Fam;1Story;7;5;1995;1996
527162140;60;7500;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;Gilbert;Norm;Normal;1Fam;2Story;6;5;1999;2003
527163080;;9556;Pave;NA;Slightly irregular;Lvl;AllPub;Corner;Gtl;Gilbert;Norm;Normal;1Fam;1Story;7;5;1992;1993
527165020;;10784;Pave;NA;Slightly irregular;Lvl;AllPub;FR2;Gtl;Gilbert;Norm;Normal;1Fam;SLvl;7;5;1991;1992
527165100;;9125;Pave;NA;Slightly irregular;Lvl;AllPub;Inside;Gtl;Gilbert;Norm;Normal;1Fam;SLvl;7;5;1992;
527165170;;7655;Pave;NA;Slightly irregular;Lvl;AllPub;CulDSac;Gtl;Gilbert;Norm;Normal;1Fam;2Story;6;5;1993;1994
527175130;160;18160;Grvl;NA;Regular;Lvl;AllPub;Inside;Gtl;Gilbert;Norm;Normal;1Fam;1Story;6;6;1964;
527182040;;3696;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;Stone Brook;Norm;Normal;TwnhsE;1Story;8;5;1986;
527182170;;5062;Pave;NA;Slightly irregular;Lvl;AllPub;CulDSac;Gtl;Stone Brook;Norm;Normal;TwnhsE;2Story;7;5;1984;
527184020;38;4740;Pave;NA;Slightly irregular;Lvl;AllPub;Inside;Gtl;Stone Brook;Norm;Normal;TwnhsE;1Story;8;5;1988;
